"Sub_community","Plant_species","Sample_type","MeJA_treatment","sample","ASV","abundance","Domain","Phylum","Class","Order","Family","Genus","Species"
"bo_soil","Brassica_oleraceae","Soil","control","35_Soil","ASV_97",22,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","36_Soil","ASV_97",105,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","40_Soil","ASV_97",19,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","42_Soil","ASV_97",32,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","44_Soil","ASV_97",45,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","46_Soil","ASV_97",32,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","47_Soil","ASV_97",11,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","5_Soil","ASV_97",26,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","6_Soil","ASV_97",24,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","1_Soil","ASV_101",36,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","10_Soil","ASV_101",4,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","12_Soil","ASV_101",20,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","13_Soil","ASV_101",41,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","16_Soil","ASV_101",26,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","18_Soil","ASV_101",21,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","22_Soil","ASV_101",62,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","23_Soil","ASV_101",9,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","24_Soil","ASV_101",47,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","25_Soil","ASV_101",49,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","26_Soil","ASV_101",16,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","3_Soil","ASV_101",38,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","31_Soil","ASV_101",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","32_Soil","ASV_101",17,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","34_Soil","ASV_101",21,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","35_Soil","ASV_101",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","36_Soil","ASV_101",9,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","40_Soil","ASV_101",22,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","42_Soil","ASV_101",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","44_Soil","ASV_101",8,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","46_Soil","ASV_101",13,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","47_Soil","ASV_101",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","5_Soil","ASV_101",8,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","6_Soil","ASV_101",28,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Pedobacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","1_Soil","ASV_410",4,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","control","10_Soil","ASV_410",13,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","12_Soil","ASV_410",14,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","13_Soil","ASV_410",3,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","16_Soil","ASV_410",11,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","18_Soil","ASV_410",8,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","22_Soil","ASV_410",7,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","control","23_Soil","ASV_410",15,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","24_Soil","ASV_410",12,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","25_Soil","ASV_410",6,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","26_Soil","ASV_410",8,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","3_Soil","ASV_410",13,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","control","31_Soil","ASV_410",7,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","32_Soil","ASV_410",11,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","34_Soil","ASV_410",3,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","control","35_Soil","ASV_410",14,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","36_Soil","ASV_410",8,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","40_Soil","ASV_410",1,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","control","42_Soil","ASV_410",21,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","44_Soil","ASV_410",27,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","46_Soil","ASV_410",7,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","47_Soil","ASV_410",13,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","control","5_Soil","ASV_410",9,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","6_Soil","ASV_410",7,"d__Bacteria","p__Actinobacteriota","c__Actinobacteria","o__Propionibacteriales","f__Nocardioidaceae","g__Nocardioides","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","1_Soil","ASV_496",9,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","10_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","12_Soil","ASV_496",23,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","13_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","16_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","18_Soil","ASV_496",5,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","22_Soil","ASV_496",4,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","23_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","24_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","25_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","26_Soil","ASV_496",5,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","3_Soil","ASV_496",6,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","31_Soil","ASV_496",7,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","32_Soil","ASV_496",2,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","34_Soil","ASV_496",3,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","35_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","36_Soil","ASV_496",5,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","40_Soil","ASV_496",4,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","42_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_0.1","44_Soil","ASV_496",7,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","MeJA_1.0","46_Soil","ASV_496",7,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","47_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","control","5_Soil","ASV_496",5,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_soil","Brassica_oleraceae","Soil","oral_secretion","6_Soil","ASV_496",0,"d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Sphingobacteriales","f__Sphingobacteriaceae","g__Mucilaginibacter","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","1_Root","ASV_10",189,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","control","10_Root","ASV_10",48,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","12_Root","ASV_10",126,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","13_Root","ASV_10",313,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","oral_secretion","16_Root","ASV_10",66,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","18_Root","ASV_10",63,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","22_Root","ASV_10",128,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","control","23_Root","ASV_10",10,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","oral_secretion","24_Root","ASV_10",27,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","25_Root","ASV_10",131,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","26_Root","ASV_10",100,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","3_Root","ASV_10",126,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","control","31_Root","ASV_10",94,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","oral_secretion","32_Root","ASV_10",96,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","oral_secretion","34_Root","ASV_10",57,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","control","35_Root","ASV_10",6,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","36_Root","ASV_10",64,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","40_Root","ASV_10",96,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","control","42_Root","ASV_10",8,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","44_Root","ASV_10",54,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","46_Root","ASV_10",143,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","oral_secretion","47_Root","ASV_10",273,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","oral_secretion","6_Root","ASV_10",83,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Acidovorax","s__"
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","1_Root","ASV_67",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","control","10_Root","ASV_67",21,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","12_Root","ASV_67",38,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","13_Root","ASV_67",8,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","oral_secretion","16_Root","ASV_67",32,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","18_Root","ASV_67",33,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","22_Root","ASV_67",16,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","control","23_Root","ASV_67",69,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","oral_secretion","24_Root","ASV_67",34,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","25_Root","ASV_67",10,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","26_Root","ASV_67",24,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","3_Root","ASV_67",40,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","control","31_Root","ASV_67",24,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","oral_secretion","32_Root","ASV_67",19,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","oral_secretion","34_Root","ASV_67",27,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","control","35_Root","ASV_67",22,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","36_Root","ASV_67",27,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","40_Root","ASV_67",14,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","control","42_Root","ASV_67",42,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_0.1","44_Root","ASV_67",17,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","46_Root","ASV_67",7,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","oral_secretion","47_Root","ASV_67",0,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","oral_secretion","6_Root","ASV_67",30,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","MeJA_1.0","1_Root","ASV_83",20,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
"bo_root","Brassica_oleraceae","Root","control","10_Root","ASV_83",1,"d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae",NA,NA
